# spec/derived/rules.tsv
#
# Generated by `cargo run -p xtask -- derive`. Do not edit. `derive --check`
# fails when rereading the snapshot would change a byte, and a hand edit is a bug
# even when it is correct, because the next revision of the specification will
# not carry it forward (ADR 0009).
#
# One row per statement of JLReq this library answers for: every section of §3 and of Appendices B through F that states something in its own words, and every note of §B.2, §C.2, §D.2 and §E.2.
#
# Source: spec/snapshot/index.html
# Source SHA-256: cfb1def5bf1594d59080a26d8d03c2670bb3116490ab57ef6e131b166a7c832f
# Reader: xtask/src/derive.rs, xtask/src/inventory.rs
# Reader SHA-256: 71d060ca426af22f7aa6b34424a01c5035090d63895e5543db9be62e97880231

address	name	standing	direction_conditional	statement_en	statement_ja
3.9.3	POSITIONING_METHODS_FOR_EACH_CHARACTER_CLASS	Normative	false	For each character class it is possible to describe whether the characters may appear at the line head or line end or not, the positioning method for the line head or line end positions (if available), the amount of spacing between sequences of several characters, and the combination with character classes before or after the characters (in a 2 dimensional table). In JIS X 4051 this is shown in table 5 "Amount of spacing (between characters)".	文字クラスごとに，行頭・行末に配置してよいか，禁止するか，さらに行頭・行末にきた場合の配置法や，それぞれが並んだ場合の文字間の空き量は，前に配置される文字クラスと後ろに配置される文字クラスの組合せ（2次元の表）で示すことができる．JIS X 4051では，表5に“（文字間の）空き量”として示されている．
B	SPACING_BETWEEN_CHARACTERS	Normative	false	The amount of spacing between two adjacent characters of given character classes explained in § 3.9.2 Grouping of Characters and Symbols depending on their Positioning is determined by Table 1. For methods to determine the amounts of spacing reduction and addition by line adjustments, see § D. Opportunities for Inter-character Space Reduction during Line Adjustment and § E. Opportunities for Inter-character Space Expansion during Line Adjustment .	§ 3.9.2 文字・記号を振る舞い方により分ける で解説した，それぞれの文字クラスに含まれる文字・記号が並んだ場合の文字間の空き量は，表1のようにする．なお，行の調整処理の際に詰めてよい箇所又は空けてよい箇所と，その空き量の調整の範囲などは，§ D. 行の調整処理で​詰める処理が​可能な箇所 及び§ E. 行の調整処理で​空ける処理が​可能な箇所 に示す．
C	POSSIBILITIES_FOR_LINE_BREAKING_BETWEEN_CHARACTERS	Normative	false	Line break opportunities between two adjacent characters of given character classes explained in § 3.9.2 Grouping of Characters and Symbols depending on their Positioning shall be determined by Table 2.	§ 3.9.2 文字・記号を振る舞い方により分ける で解説した，それぞれの文字クラスに含まれる文字・記号が並んだ場合，その文字間で2行に分割してよいかどうかは，表2のようにする．
C.3	ADDENDUM	Normative	false	As noted in § B. Spacing between Characters and § C.2 Notes , there are several conventions for line-start prohibition, line-end prohibition and unbreakable character rules. The following lists four levels of convention. Note that breaking a line after opening brackets (cl-01) and before closing brackets (cl-02), full stops (cl-06) or commas (cl-07) is prohibited at all levels. Likewise, those rules common to all levels are not listed below.	§ B. 文字間の空き量 ，§ C.2 注記 などで解説しているように，行頭禁則，行末禁則及び分割禁止については，複数の考え方がある．そこで，これらをレベルに分けて示すと，以下のようになる．なお，どんなレベルでも，始め括弧類（cl-01）とその後ろに配置する文字との字間，又は終わり括弧類（cl-02），句点類（cl-06）若しくは読点類（cl-07）と，その前に配置する文字との字間で2行に分割することを許容することはない．このようにすべてのレベルに共通する事項は，以下では示していない．
D	OPPORTUNITIES_FOR_INTER_CHARACTER_SPACE_REDUCTION_DURING_LINE_ADJUSTMENT	Normative	false	The following tables indicate if an opportunity exists for inter-character spacing reduction during line adjustment between two adjacent characters of given character classes as explained in § 3.9.2 Grouping of Characters and Symbols depending on their Positioning . (For more detail on line adjustment, see § 3.8 Line Adjustment .) In the process of line adjustment by inter-character spacing reduction, the first place to look (the first stage of inter-character spacing reduction in priority order) is for Western word spaces (cl-26), each of which is reducible equally, to leave a minimum of a quarter em spacing (or a one fifth em spacing) with respect to the corresponding character size. The tables are for the second and subsequent stages of inter-character spacing reduction in priority order, assuming the first stage of the reduction for Western word spaces (cl-26) is already done. The default unadjusted spacing between two adjacent characters of given character classes shall be determined according to § B. Spacing between Characters .	行の調整処理で詰める処理（追込み処理）が可能な箇所かどうかを，§ 3.9.2 文字・記号を振る舞い方により分ける で解説した，それぞれの文字クラスに含まれる文字・記号について，表にして示す（行の調整処理については，§ 3.8 行の調整処理 を参照）．行の調整処理で詰める処理を行う場合，優先的に最初に行う処理（優先順位の第1段階の処理）は欧文間隔（cl-26）であり，欧文間隔（cl-26）を最小で四分アキ（又は五分アキ）まで文字サイズ比で均等に詰める処理を行う．以下の表では，それぞれの文字クラスが連続する場合の字間について，欧文間隔（cl-26）の処理を行った後で行う処理，つまり，優先順位の第2段階以降の処理について示す．なお，それぞれ箇所の原則的な空き量は，§ B. 文字間の空き量 に示す．
D.1	LEGEND_OF_TABLES_3_4_AND_5	Normative	false	Note that JIS X 4051 specifies to not leave any spacing after the closing brackets (cl-02) or commas (cl-07) at the line end. Therefore, Table 4 also indicates that there is no opportunity for spacing reduction after closing brackets (cl-02) and commas (cl-07) at the line end. Likewise, because middle dots (cl-05) at the line end are supposed to have no spacing, Table 4 indicates there is no opportunity for spacing reduction for middle dots (cl-05) at the line end. On the other hand, while JIS X 4051 specifies to pad with a half em spacing after full stops (cl-06) at the line end, which is not allowed to reduce this spacing for line adjustment, Table 3 and 5 allow the removal of the default half em spacing after closing brackets (cl-02), full stops (cl-06) and commas (cl-07) at the line end for line adjustment. Table 3 further allows the removal of the default quarter em spacing padding before and after middle dots (cl-05) at the line end for line adjustment, while Table 5 does not.	なお，JIS X 4051では，終わり括弧類（cl-02）又は読点類（cl-07）を行末に配置する場合は，それらの後ろをベタ組とすることになっている．したがって，表4の終わり括弧類（cl-02）及び読点類（cl-07）の行末については，いずれも“詰め処理否”となる．また，中点類（cl-05）を行末に配置する場合も，それらの後ろをベタ組とすることになっており，表4の中点類（cl-05）の行末については，“詰め処理否”となる．なお，句点類（cl-06）を行末に配置する場合，JIS X 4051では，その後ろを二分アキとする．しかし，この句点類（cl-06）の後ろは，JIS X 4051では，詰める調整に使用することは認められていない．これに対して，表3及び表5では，行末に配置する終わり括弧類（cl-02），句点類（cl-06）及び読点類（cl-07）の後ろは，原則として二分アキとし，ここをベタ組にする調整方法を可としている．また，表3では，行末に配置する中点類（cl-05）の前及び後ろは，原則として四分アキとし，中点類（cl-05）の前及び後ろの四分アキをベタ組にする調整方法を可としている．表5では，行末に配置する中点類（cl-05）の前及び後ろは，四分アキとしているが，中点類（cl-05）の前及び後ろのアキを詰める調整に使用することは認めていない．
E	OPPORTUNITIES_FOR_INTER_CHARACTER_SPACE_EXPANSION_DURING_LINE_ADJUSTMENT	Normative	false	The following table indicates if an opportunity exists for inter-character spacing expansion during line adjustment between two adjacent characters of given character classes as explained in § 3.9.2 Grouping of Characters and Symbols depending on their Positioning . (For more detail on line adjustment, see § 3.8 Line Adjustment .) In the process of line adjustment by inter-character spacing expansion, the first place to look (the first stage of inter-character spacing expansion in priority order) is for Western word spaces (cl-26), each of which is expandable equally, to take up and maximum of a half em space with respect to the corresponding character size. The tables are for the second and subsequent stages of inter-character spacing expansion in priority order, assuming the first stage of the expansion for Western word spaces (cl-26) is already done. The default unadjusted space between two adjacent characters of given character classes shall be determined according to § B. Spacing between Characters .	行の調整処理で空ける処理（追出し処理）が可能な箇所かどうかを，§ 3.9.2 文字・記号を振る舞い方により分ける で解説した，それぞれの文字クラスに含まれる文字・記号について，表6として示す（行の調整処理については，§ 3.8 行の調整処理 を参照）．行の調整処理で空ける処理を行う場合，優先的に最初に行う処理（優先順位の第1段階の処理）は欧文間隔（cl-26）であり，欧文間隔（cl-26）を最大で二分アキまで文字サイズ比で均等に空ける処理を行う．以下の表では，それぞれの文字クラスが連続する場合の字間について，欧文間隔（cl-26）の処理を行った後で行う処理，つまり，優先順位の第2段階以降の処理について示す．なお，それぞれ箇所の原則的な空き量は，§ B. 文字間の空き量 に示す．
F	POSITIONING_OF_JUKUGO_RUBY	Normative	false	Positioning of ruby characters is explained in § 3.3 Ruby and Emphasis Dots , including that of jukugo-ruby, however it is limited to the basic principles. This appendix provides supplementary notes on jukugo-ruby distribution in terms of the structure of a kanji compound word (jukugo) and the type of script of the characters adjacent to the kanji compound word. All explanations hereafter in this appendix assume we are going to compose ruby characters with 'katatsuki' distribution (top-alignment in vertical writing mode).	熟語ルビを含めルビの配置方法は，§ 3.3 ルビと圏点処理 で解説している．しかし，熟語ルビの配置方法については，そこでは原則しか示していない．そこで，以下では熟語ルビについて，熟語の構成，さらにその熟語の前後にくる文字の種類を考慮して配置する方法について補足しておく．なお，ここでは，縦組における肩付きルビの配置方法を前提にして解説する．
F.1	PRINCIPLES_OF_JUKUGO_RUBY_DISTRIBUTION_PART_1	Normative	false	The following are principles of jukugo-ruby distribution, taking account of the structure of a kanji compound word and the type of script of the adjacent characters surrounding the compound word.	熟語の構成，さらにその熟語の前後にくる文字の種類を考慮して配置する熟語ルビの原則としては，次のような事項が挙げられる．
F.2	PRINCIPLES_OF_JUKUGO_RUBY_DISTRIBUTION_PART_2	Normative	false	In letterpress printing, ruby text was composed according to "principles part one" in the previous section, but on a case by case basis. Therefore, ruby texts were often composed differently for the same kanji compound word in the same situation. In some cases they differed according to the person in charge of the composition. In this section, one consistent method of ruby composition is presented as "principles part two", which is established with reference to those adopted in books and other publications.	活字組版の場合は，前項の“原則その1”により，ケースバイケースでルビの配置を決めていた．したがって，同じ熟語，同じ状況でも配置方法が異なる場合もでていた．担当者により異なった配置方法になる場合もあった．そこで，ここでは，原則2として，書籍等で行われている方法を参考にして，1つの配置方法を示す．
F.3	PRINCIPLES_OF_JUKUGO_RUBY_DISTRIBUTION_WITH_INTER_CHARACTER_SPACE_EXPANSION	Normative	false	Principles for a method of jukugo-ruby distribution which allows inter-character spacing to expand, are as follows.	熟語ルビの親文字の字間を空ける処理について，1つの方法の原則を示すと，次のようになる．
F.4	EXAMPLES_OF_JUKUGO_RUBY_DISTRIBUTION_WITH_INTER_CHARACTER_SPACE_EXPANSION	Normative	false	The following are examples of jukugo-ruby distribution in accordance with the principles mentioned in the previous section.	以下では，前項の原則に従った熟語ルビの親文字の字間を空ける処理例を示す．
B.2#1	B_2_NOTE_1	Normative	false	When opening brackets (cl-01) are followed by a simple-ruby character complex (cl-22) or jukugo-ruby character complex (cl-23), the preferred approach is to allow the ruby text to be extended up to the size of the ruby character over the opening brackets (cl-01). One alternative approach is to not allow ruby text to be extended over opening brackets, and another is to allow it to be extended up to half the size of the ruby character.	前に配置する始め括弧類（cl-01）の後ろに親文字群中の文字（熟語ルビ以外のルビ付き）（cl-22）又は親文字群中の文字（熟語ルビ付き）（cl-23）が連続する場合は，ルビ文字を最大でルビ文字の文字サイズまで掛けて配置してよい．ただし，体裁を重視する場合は，前の始め括弧類（cl-01）にルビ文字は掛けない，又はルビ文字を最大でルビ文字の文字サイズの1/2まで掛けて配置する，という方法もある．
B.2#2	B_2_NOTE_2	Normative	false	The preferred spacing between closing brackets (cl-02) and the line end is a half em. The alternative is to set solid (JIS X 4051 adopts solid setting method, see § 3.1.9 Positioning of Closing Brackets, Full Stops, Commas and Middle Dots at Line End ).	行末に配置する終わり括弧類（cl-02）の後ろは，原則として二分アキとする．ただし，ベタ組とする方法もある（JIS X 4051ではベタ組としている，§ 3.1.9 行末に配置する終わり括弧類，句点類，読点類及び​中点類の​配置方法 参照）．
B.2#3	B_2_NOTE_3	Normative	false	Character spacing between two consecutive middle dots (cl-05) shall be the sum of a quarter em of the preceding middle dots and a quarter em of the trailing middle dots.	前に配置する中点類（cl-05）の文字サイズの四分アキ＋後ろに配置する中点類（cl-05）の文字サイズの四分アキとする．
B.2#4	B_2_NOTE_4	Normative	false	The preferred spacing between middle dots (cl-05) and the line end is a quarter em. The alternative is to set solid (JIS X 4051 adopts solid setting method, see § 3.1.9 Positioning of Closing Brackets, Full Stops, Commas and Middle Dots at Line End ).	行末に配置する中点類（cl-05）の後ろは，原則として四分アキとする．ただし，ベタ組とする方法もある（JIS X 4051ではベタ組としている，§ 3.1.9 行末に配置する終わり括弧類，句点類，読点類及び​中点類の​配置方法 参照）．
B.2#5	B_2_NOTE_5	Normative	false	In this document, character spacing between a full stop (cl-06) or comma (cl-07) and a following middle dot (cl-05) is the sum of the half em spacing of the full stop or comma and the quarter em spacing of the middle dot. On the other hand, JIS X 4051 classifies commas (cl-07) as a subset of closing brackets (cl-02), and, therefore, where a comma (cl-07) is followed by a middle dot (cl-05) in JIS X 4051 the character spacing between them is just the quarter em spacing of the following middle dot (cl-05).	前に配置する句点類（cl-06）又は読点類（cl-07）の文字サイズの二分アキ＋後ろに配置する中点類（cl-05）の文字サイズの四分アキとする．なお，JIS X 4051では，読点類（cl-07）は終わり括弧類（cl-02）に含まれているので，読点類（cl-07）の後ろに中点類（cl-05）を配置する場合は，中点類（cl-05）の文字サイズの四分アキとしている．
B.2#6	B_2_NOTE_6	Normative	false	The preferred spacing between full stops (cl-06) or commas (cl-07) and the line end is a half em. The alternative is to set solid (JIS X 4051 specifies that the spacing after full stop (cl-06) is a half em and the spacing after comma (cl-07) is solid, see § 3.1.9 Positioning of Closing Brackets, Full Stops, Commas and Middle Dots at Line End ).	行末に配置する句点類（cl-06）又は読点類（cl-07）の後ろは，原則として二分アキとする．ただし，ベタ組とする方法もある（JIS X 4051では句点類（cl-06）の後ろは二分アキ，読点類（cl-07）の後ろはベタ組としている，§ 3.1.9 行末に配置する終わり括弧類，句点類，読点類及び​中点類の​配置方法 参照）．
B.2#7	B_2_NOTE_7	Normative	false	When a simple-ruby character complex (cl-22) or jukugo-ruby character complex (cl-23) is adjacent to katakana (cl-16), the preferred approach is to allow the ruby text to be extended up to the size of the ruby character over the katakana. However, if it is required to conform to JIS X 4051, ruby text shall not be extended over the katakana because katakana characters belong to the ideographic character class in JIS X 4051. There are alternative methods, one of which is to allow ruby text to be extended up to the size of the ruby character over any character including ideographic (cl-19) as well as hiragana (cl-15) and katakana (cl-16) characters, and another is NOT to allow ruby text to be extended over any character from hiragana (cl-15), katakana (cl-16) and ideographic characters (cl-19).	親文字群中の文字（熟語ルビ以外のルビ付き）（cl-22）又は親文字群中の文字（熟語ルビ付き）（cl-23）の前又は後ろに片仮名（cl-16），長音記号（cl-10）又は小書きの仮名（cl-11）を配置する場合，ルビ文字を最大でルビ文字の文字サイズまで掛けて配置してよい．ただし，JIS X 4051では，片仮名は，漢字等（cl-19）の文字クラスに含めているので，片仮名にルビ文字を掛けることは禁止されている． なお，平仮名（cl-15），片仮名（cl-16）だけでなく，漢字等（cl-19）を含めて，すべてルビ文字を最大でルビ文字の文字サイズの1/2まで掛けて配置してよい，とする方法や，平仮名（cl-15），片仮名（cl-16）及び漢字等（cl-19）のすべてにルビ文字を掛けない，とする処理方法もある．
B.2#8	B_2_NOTE_8	Normative	false	Ruby text can be extended up to the size of the ruby character over the full-width ideographic space (cl-14). The preferred approach is to apply the same for the full-width line head indent at the beginning of a paragraph. The alternative approach is not to allow ruby text to be extended over the line head indent.	和字間隔（cl-14）には，ルビ文字を最大でルビ文字の文字サイズまで掛けて配置してよい．段落の先頭行の字下げを全角アキにする場合にも，この部分にルビ文字を最大でルビ文字の文字サイズまで掛けて配置してよい．ただし，段落の先頭行の字下げを全角アキにする部分にルビ掛けを禁止する処理方法もある．
B.2#9	B_2_NOTE_9	Normative	false	When two adjacent characters belong to the same ornamented character complex (cl-21) run, set them according to the method explained in § 3.7.1 Superscripts and Superscripts . When two adjacent characters belong to two distinct ornamented character complex runs, set them solid.	後ろの文字が前の親文字群中の文字（添え字付き）（cl-21）と同一の親文字群の親文字群中の文字（添え字付き）（cl-21）の場合は，§ 3.7.1 添え字処理 で解説した方法で配置する．後ろの文字が前の親文字群中の文字（添え字付き）（cl-21）とは別の親文字群の親文字群中の文字（添え字付き）（cl-21）の場合，その字間はベタ組とする．
B.2#10	B_2_NOTE_10	Normative	false	When two adjacent characters belong to the same simple-ruby character complex (cl-22) run, set them according to the method explained in § 3.3.5 Positioning of Mono-ruby with Respect to Base Characters or § 3.3.6 Positioning of Group-ruby with Respect to Base Characters . When two adjacent characters belong to two distinct simple-ruby character complex runs, set them solid.	後ろの文字が，前の親文字群中の文字（熟語ルビ以外のルビ付き）（cl-22）と同一の親文字群の親文字群中の文字（熟語ルビ以外のルビ付き）（cl-22）の場合は，§ 3.3.5 モノルビの親文字に対する配置位置 又は§ 3.3.6 グループルビの親文字に対する配置位置 で解説した方法で配置する．後ろの文字が前の親文字群中の文字（熟語ルビ以外のルビ付き）（cl-22）とは別の親文字群の親文字群中の文字（熟語ルビ以外のルビ付き）（cl-22）の場合，その字間はベタ組とする．
B.2#11	B_2_NOTE_11	Normative	false	When two adjacent characters belong to the same jukugo-ruby character complex (cl-23) run, set them according to the method explained in § 3.3.7 Positioning of Jukugo-ruby with Respect to Base Characters . When two adjacent characters belong to two distinct simple-ruby character complex runs, set them solid.	後ろの文字が前の親文字群中の文字（熟語ルビ付き）（cl-23）と同一の親文字群の親文字群中の文字（熟語ルビ付き）（cl-23）の場合は，§ 3.3.7 熟語ルビの親文字に対する配置位置 で解説した方法で配置する．後ろの文字が前の親文字群中の文字（熟語ルビ付き）（cl-23）とは別の親文字群の親文字群中の文字（熟語ルビ付き）（cl-23）の場合，その字間はベタ組とする．
B.2#12	B_2_NOTE_12	Normative	false	Character spacing between a preceding unit symbol (cl-25) and a trailing middle dot (cl-05) shall be a quarter em of the trailing character. Note that KATAKANA MIDDLE DOT "・" can be used either as a unit symbol (cl-25) or as a middle dot. When it is used as a unit symbol (cl-25), both preceding and trailing spacing of KATAKANA MIDDLE DOT "・" shall be zero.	前に配置する単位記号中の文字（cl-25）と後ろに配置する中点類（cl-05）の字間は，後ろに配置する中点類（cl-05）の文字サイズの四分アキである．ただし，中点[・] (KATAKANA MIDDLE DOT)は，単位記号中の文字（cl-25）としても使用する．この場合については，中点[・] (KATAKANA MIDDLE DOT)の前及び後ろはベタ組とする．
B.2#13	B_2_NOTE_13	Normative	false	There shall be no visible space occupied by Western word space (cl-26) at the line head and that of warichu (inline cutting note), the line end and that of warichu (inline cutting note). If the condition is changed for the same text, restore the default visible space for Western word space (cl-26).	行頭，割注行頭，行末及び割注行末の欧文間隔（cl-26）は，空き量を0とする．ただし，この部分が移動し，これとは異なる配置になった場合は，欧文間隔（cl-26）の空き量を確保する．
B.2#14	B_2_NOTE_14	Normative	false	In principle iteration marks (cl-09) should be placed neither at the line head nor at the head of an inline cutting note. When it happens with IDEOGRAPHIC ITERATION MARK "々", there are three ways to deal with this situation. Follow the principle by applying some sort of line adjustment. In this case, IDEOGRAPHIC ITERATION MARK "々" remains in iteration marks (cl-09). Allow IDEOGRAPHIC ITERATION MARK "々" to be placed either at the line head or at the head of an inline cutting note. In this case, the character shall be treated as part of the ideographic characters (cl-19) class. Replace IDEOGRAPHIC ITERATION MARK "々" with the corresponding character. line end: 国 line head: 々 <is replaced with> line end: 国 line head: 国 line end: 人 line head: 々 <is replaced with> line end: 人 line head: 人	行頭又は割注行頭に繰返し記号（cl-09）を配置することは原則として禁止である．ただし，繰返し記号（cl-09）のうち，行頭に配置される繰返し記号[々] (IDEOGRAPHIC ITERATION MARK)については，次の3つの処理方法がある． 原則通り行頭又は割注行頭に配置することは禁止し，なんらかの行の調整処理を行う．繰返し記号[々] (IDEOGRAPHIC ITERATION MARK)を繰返し記号（cl-09）に含めたままとする． 行頭又は割注行頭に配置することを許容する．この場合は，繰返し記号[々] (IDEOGRAPHIC ITERATION MARK)を漢字等（cl-19）に含める． 行頭又は割注行頭に配置する繰返し記号[々] (IDEOGRAPHIC ITERATION MARK)を元の漢字に変更する． 行末：国 行頭：々 → 行末：国 行頭：国 行末：人 行頭：々 → 行末：人 行頭：人
B.2#15	B_2_NOTE_15	Normative	false	In principle, a prolonged sound mark (cl-10) should be placed neither at the head of a line nor that of an inline cutting note. If it were allowed, the character shall be treated as part of the katakana (cl-16) class.	行頭又は割注行頭に長音記号（cl-10）を配置することは，原則として禁止である．ただし，長音記号（cl-10）を行頭又は割注行頭に配置することを許容する処理方法もあり，書籍などでもよく採用されている．この場合，長音記号（cl-10）は，片仮名（cl-16）に含ませる．
B.2#16	B_2_NOTE_16	Normative	false	In principle, small kana (cl-11) should be placed neither at the head of a line nor that of an inline cutting note in principle. If it were to be allowed, HIRAGANA LETTER SMALL * shall be treated as part of the hiragana (cl-15) class, and KATAKANA LETTER SMALL * as part of the katakana (cl-16) class.	行頭又は割注行頭に小書きの仮名（cl-11）を配置することは，原則として禁止である．ただし，小書きの仮名（cl-11）を行頭又は割注行頭に配置することを許容する処理方法もあり，書籍などでもよく採用されている．この場合，平仮名の“小書きの仮名”は平仮名（cl-15），片仮名の“小書きの仮名”は片仮名（cl-16）に含ませる．
B.2#17	B_2_NOTE_17	Normative	false	The preferred character spacing between the line head and opening opening brackets (cl-01) is zero. An alternative way is not to remove a conditional half em spacing accompanying the characters (see § 3.1.5 Positioning of Opening Brackets at Line Head including methods of positioning of opening brackets at the beginning of paragraphs).	行頭に配置する始め括弧類（cl-01）の前はベタ組である．ただし，行頭に配置する始め括弧類（cl-01）の前を二分アキとする方式もある（改行の行頭に配置する始め括弧類（cl-01）の配置法を含め，§ 3.1.5 行頭の​始め括弧類の​配置方法 参照）．
C.2#1	C_2_NOTE_1	Normative	false	If IDEOGRAPHIC ITERATION MARK "々" is allowed to appear at the line head or that of inline cutting note, the character shall be treated as a member of the ideographic character (cl-19) class. (For how it behaves in combination with other character classes, see the cells for ideographic characters (cl-19).)	繰返し記号[々] (IDEOGRAPHIC ITERATION MARK)を行頭又は割注行頭に配置することを許容する場合，繰返し記号[々] (IDEOGRAPHIC ITERATION MARK)は漢字等（cl-19）の文字クラスに含める（その扱いは漢字等（cl-19）の欄を参照）．
C.2#2	C_2_NOTE_2	Normative	false	If a prolonged sound mark (cl-10) is allowed to appear at the head of a line or that of inline cutting note, the character shall be treated as a member of the katakana (cl-16) class. (For how it behaves in combination with other character classes, see the cells for katakana (cl-16).)	長音記号（cl-10）を行頭又は割注行頭に配置することを許容する場合，それは片仮名（cl-16）の文字クラスに含める（その扱いは片仮名（cl-16）の欄を参照）．
C.2#3	C_2_NOTE_3	Normative	false	If small kana (cl-11) are allowed to appear at the head of a line or that of inline cutting note, the character shall be treated as a member of the hiragana (cl-15) or katakana (cl-16) classes accordingly, depending on the script type of the character. (For how it behaves in combination with other character classes, see the cells for hiragana (cl-15) or katakana (cl-16).)	小書きの仮名（cl-11）を行頭又は割注行頭に配置することを許容する場合，小書きの平仮名は平仮名（cl-15）の文字クラスに含め，小書きの片仮名は片仮名（cl-16）の文字クラスに含める（その扱いは平仮名（cl-15）又は片仮名（cl-16）の欄を参照）．
C.2#4	C_2_NOTE_4	Normative	false	For the default one em spacing after dividing punctuation marks (cl-04) at the end of a sentence, full-width ideographic space (cl-14) can be used. See § 3.1.6 Positioning of Dividing Punctuation Marks (Question Mark and Exclamation Mark) and Hyphens for more detail on how to deal with this case.	文末に配置する区切り約物（cl-04）の後ろは，全角アキとする．その場合，区切り約物（cl-04）の後ろに和字間隔（cl-14）を配置して処理する方法がある．この場合の問題点は，§ 3.1.6 区切り約物及びハイフン類の配置方法 参照．
C.2#5	C_2_NOTE_5	Normative	false	There is no line break opportunity between following couple of consecutive inseparable characters (cl-08) as follows: EM DASH "―", EM DASH "―" HORIZONTAL ELLIPSIS "…", HORIZONTAL ELLIPSIS "…" TWO DOT LEADER "‥", TWO DOT LEADER "‥" VERTICAL KANA REPEAT MARK UPPER HALF "〳", VERTICAL KANA REPEAT MARK LOWER HALF "〵" VERTICAL KANA REPEAT WITH VOICED SOUND MARK UPPER HALF "〴", VERTICAL KANA REPEAT MARK LOWER HALF "〵" When the combination of preceding inseparable characters (cl-08) and the trailing inseparable characters (cl-08) is different each other, the two characters are separable. For example, when two EM DASH "―" appears consecutively, these two characters are inseparable, and consecutive EM DASH "―" and HORIZONTAL ELLIPSIS "…" are separable.	後ろに配置する分離禁止文字（cl-08）の文字及び前に配置する分離禁止文字（cl-08）が次に示す組合せで連続した場合は，分割不可とする． 前にダッシュ（全角）[—] (EM DASH)と，後ろにダッシュ（全角）[—] (EM DASH) 前に三点リーダ[…] (HORIZONTAL ELLIPSIS)と，後ろに三点リーダ[…] (HORIZONTAL ELLIPSIS) 前に二点リーダ[‥] (TWO DOT LEADER)と，後ろに二点リーダ[‥] (TWO DOT LEADER) 前にくの字点上[〳] (VERTICAL KANA REPEAT MARK UPPER HALF)と，後ろにくの字点下[〵] (VERTICAL KANA REPEAT MARK LOWER HALF) 前にくの字点上（濁点）[〴] (VERTICAL KANA REPEAT WITH VOICED SOUND MARK UPPER HALF)と，後ろにくの字点下[〵] (VERTICAL KANA REPEAT MARK LOWER HALF) 後ろに配置する分離禁止文字（cl-08）の文字及び前に配置する分離禁止文字（cl-08）が上記とは異なる組合せの場合は，分割可とする．例えば，ダッシュ（全角）[―] (EM DASH)の後ろにダッシュ（全角）[―] (EM DASH)が連続する場合，その字間では分割不可である．ダッシュ（全角）[―] (EM DASH)の後ろに三点リーダ[…] (HORIZONTAL ELLIPSIS)が連続する場合，その字間では分割可である．
C.2#6	C_2_NOTE_6	Normative	false	There is no line break opportunity between two consecutive characters belonging to the same ornamented character complex (cl-21). If two consecutive characters belong to different ornamented character complexes (cl-21), a line break opportunity exists between them.	後ろに配置する親文字群中の文字（添え字付き）（cl-21）の文字が，前に配置する“親文字群中の文字（添え字付き）（cl-21）と同一の親文字群の文字の場合は，分割不可とする．後ろに配置する親文字群中の文字（添え字付き）（cl-21）の文字が，前に配置する親文字群中の文字（添え字付き）（cl-21）とは別の親文字群の文字の場合は，分割可とする．
C.2#7	C_2_NOTE_7	Normative	false	There is no line break opportunity between two consecutive characters belonging to the same simple-ruby character complex (cl-22). If two consecutive characters belong to different simple-ruby character complexes (cl-22), a line break opportunity exists between them.	後ろに配置する親文字群中の文字（熟語ルビ以外のルビ付き）（cl-22）の文字が，前に配置する親文字群中の文字（熟語ルビ以外のルビ付き）（cl-22）と同一の親文字群の文字の場合は，分割不可とする．後ろに配置する親文字群中の文字（熟語ルビ以外のルビ付き）（cl-22）の文字が，前に配置する親文字群中の文字（熟語ルビ以外のルビ付き）（cl-22）とは別の親文字群の文字の場合は，分割可とする．
C.2#8	C_2_NOTE_8	Normative	false	A line break opportunity exists between two consecutive base characters belonging to different jukugo-ruby character complexes (cl-23). There is also a line break opportunity between two consecutive base characters belonging to the same jukugo-ruby character complex (cl-23) and between two runs of ruby text accompanying the corresponding base characters. However, a base character and the accompanying ruby text shall be indivisible, hence there is no line break opportunity between any two consecutive ruby characters in a run of ruby text accompanying a base character.	後ろに配置する親文字群中の文字（熟語ルビ付き）（cl-23）の文字が，前に配置する親文字群中の文字（熟語ルビ付き）（cl-23）とは別の親文字群の文字の場合，その親文字群間では分割可とする．また，同じ親文字群中の文字（熟語ルビ付き）（cl-23）であっても，1字の親文字とその親文字に対応するルビ文字のグループと，別の親文字とその親文字に対応するルビ文字のグループの間でも分割可とする．ただし，1字の親文字とその親文字に対応するルビ文字のグループについては一体として扱い，いずれの間でも分割不可とする．
C.2#9	C_2_NOTE_9	Normative	false	There is no line break opportunity between preceding grouped numerals (cl-24) and trailing postfixed abbreviations (cl-13). The alternative approach is to allow a line to break before trailing PERCENT SIGN "%", in which case PERCENT SIGN "%" shall be treated as a member of the ideographic character (cl-19) class.	前に配置する連数字中の文字（cl-24）と後ろに配置する後置省略記号（cl-13）の字間では，分割不可である．ただし，パーセント記号[％] (PERCENT SIGN)については，前に配置する連数字中の文字（cl-24）との字間で分割を許容する方法もある．この場合，パーセント記号[％] (PERCENT SIGN)は，漢字等（cl-19）の文字クラスに含める．
